CustomerID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2
12489,336.0,1.0,334.93,2,-1.7003102847944018,1.9049238155524033
12490,5.0,10.0,5417.93,1,2.0329989383377667,-0.02354733983896413
12491,39.0,1.0,460.40000000000003,0,-0.4402868244963765,-0.7697623306490511
12492,63.0,2.0,263.21000000000004,0,-0.4499371442032861,-0.5319791575665497
12493,166.0,2.0,433.74,2,-0.838479997561113,0.4233060289020249
12494,16.0,7.0,1246.1000000000001,0,0.6398657128359725,-0.6013439669952649
12497,82.0,1.0,1043.1,0,-0.48674694736906265,-0.3047570839389418
12498,21.0,3.0,403.70000000000005,0,-0.10947933892664737,-0.8484781571914435
12500,23.0,11.0,4257.82,1,1.830334708763314,0.035257296952055366
12501,337.0,1.0,2169.39,2,-1.289344507204247,2.1513910846978805
12502,96.0,5.0,3723.87,0,0.5998043360777333,0.3524366835131592
12504,18.0,2.0,482.04999999999995,0,-0.21380589695730795,-0.9113736829064758
12506,233.0,1.0,73.5,2,-1.3323368322524693,0.937874791782254
12507,134.0,3.0,1304.81,0,-0.37417120801303355,0.29195864805113353
12508,26.0,2.0,398.27,0,-0.2659393964358254,-0.8497332866084338
12509,284.0,1.0,176.5,2,-1.52052162260179,1.4132823878768805
12510,143.0,2.0,982.5699999999999,0,-0.6189085727125774,0.28594490324137195
12512,66.0,2.0,138.03,0,-0.49070435110619315,-0.5209982971284791
12513,113.0,1.0,612.29,0,-0.7127873493127554,-0.07963958434044761
12514,267.0,1.0,1017.68,2,-1.2596769161047894,1.3681178801433869
12515,353.0,1.0,383.7,2,-1.7597717321483328,2.065261337659235
12516,78.0,2.0,1312.06,0,-0.2748006372830705,-0.26033682984471035
12517,28.0,5.0,2502.84,0,0.6054919652396968,-0.42168687993672105
12518,1.0,5.0,2056.89,0,0.6165461932508899,-0.7240290091965972
12519,64.0,1.0,340.84,0,-0.5710142558060948,-0.5587264633316169
12520,79.0,5.0,2634.26,0,0.42373822407835976,0.057398694772984864
12521,143.0,1.0,599.68,0,-0.8400480234348073,0.19053898203957872
12522,39.0,2.0,192.72,0,-0.36636228124165265,-0.7585500247749303
12523,19.0,11.0,1789.77,1,1.288437081342556,-0.32038716738744144
12524,9.0,8.0,4485.72,1,1.53647162403401,-0.19965634710274965
12526,1.0,3.0,1316.66,0,0.18004890006656316,-0.911534294470863
12527,82.0,3.0,348.71000000000004,0,-0.37488412941573873,-0.3029133637866232
12528,9.0,6.0,1933.48,0,0.6899417678968947,-0.6216631816490318
12530,60.0,4.0,1662.28,0,0.1480871626981401,-0.28639104280342004
12531,15.0,1.0,125.22,0,-0.4166076128214211,-1.0305880943959773
12532,30.0,1.0,349.83000000000004,0,-0.4279851095149859,-0.8656149114205615
12534,131.0,1.0,1089.18,0,-0.6795181251648111,0.14516350228373595
12535,92.0,2.0,716.35,0,-0.46765818941683485,-0.21058583393535552
12536,43.0,3.0,12601.830000000002,1,2.559555212703928,0.9294723825572474
12538,29.0,1.0,363.95,0,-0.42064304375810335,-0.8728479191915076
12539,22.0,4.0,5568.35,1,1.1895587279411286,-0.1251796898482332
12540,20.0,17.0,13400.24,3,4.718558163923996,1.4663688425239896
12541,30.0,3.0,981.18,0,-0.016125840102216533,-0.6922003478778187
12544,36.0,1.0,372.7,0,-0.4476913892732007,-0.8082930886092252
12545,75.0,2.0,1000.39,0,-0.3328864858963723,-0.32785269936081046
12546,47.0,2.0,1161.5,0,-0.180316149006445,-0.5606924162640676
12547,198.0,2.0,207.79999999999998,2,-1.0223080858923521,0.6839971603712652
12548,166.0,1.0,95.19999999999999,2,-1.0495836625167323,0.3336396696840032
12550,79.0,1.0,964.83,0,-0.49201763481152067,-0.34206745701733526
12551,358.0,1.0,168.0,2,-1.8293161649853997,2.082648237983069
12552,39.0,2.0,437.82,0,-0.3108995734311392,-0.7268303710607835
12553,8.0,10.0,3692.28,1,1.6300677168714468,-0.2196915474542619
12556,50.0,2.0,603.71,0,-0.3189769586262276,-0.6056978446602568
12557,16.0,5.0,11990.960000000001,1,2.8022839269851825,0.6974954138904458
12558,8.0,1.0,269.96,0,-0.35482662339838533,-1.0752789933234885
12559,311.0,2.0,561.71,2,-1.4108236747417449,1.753617994531096
12560,5.0,3.0,2134.01,0,0.34841616525633573,-0.769515421261281
12561,303.0,1.0,238.85,2,-1.585203919377949,1.5934980671752388
12562,8.0,7.0,3781.7400000000002,1,1.246820896411942,-0.34567652912126284
12564,261.0,1.0,456.9,2,-1.3616921588204765,1.2411823530098285
12565,289.0,1.0,145.92,2,-1.5481759841623077,1.4546266211079484
12566,86.0,1.0,351.65,0,-0.659800055677873,-0.35799979181424235
12567,23.0,10.0,9401.28,1,2.8597311018135487,0.6550448000798224
12569,2.0,30.0,4124.69,1,4.442733299693683,0.6989898343936168
12571,40.0,2.0,519.61,0,-0.29653854532385887,-0.7071851560775819
12572,9.0,2.0,1020.42,0,-0.05465812074966443,-0.9232435950478007
12573,227.0,1.0,160.54000000000002,2,-1.2877594541039914,0.8947769883088286
12574,316.0,1.0,218.45,2,-1.6437299443260995,1.7086425443705306
12576,36.0,5.0,1315.83,0,0.3037129205233467,-0.502821161594853
12577,35.0,3.0,657.8,0,-0.11003675346574666,-0.6887488711033081
12578,21.0,2.0,2794.51,0,0.2970307927828696,-0.5849252717554195
12579,78.0,1.0,440.42,0,-0.6065373888718383,-0.41899440650464004
12580,247.0,1.0,415.7,2,-1.3129584468808946,1.1090055527468334
12581,40.0,1.0,197.71,0,-0.5038768106141702,-0.7946980471691106
12582,239.0,2.0,511.36,2,-1.1236398794821811,1.0947567621692071
12583,3.0,15.0,7281.38,1,3.1354494178449537,0.4287613939969018
12584,4.0,9.0,2338.15,1,1.2057378426364747,-0.47703203958114115
12585,234.0,2.0,2040.1,2,-0.7569728278629169,1.2472971328075242
12586,17.0,1.0,196.94000000000003,0,-0.4086721920188301,-1.0031857402769078
12587,8.0,1.0,144.0,0,-0.3833296126917851,-1.0915801258483109
12588,39.0,1.0,214.89999999999998,0,-0.49584004672192145,-0.8015337504239309
12589,29.0,2.0,646.68,0,-0.22216840255974538,-0.7904042195972582
12590,211.0,2.0,9864.26,1,1.1089041947622926,2.0514739437284444
12591,317.0,1.0,452.84999999999997,2,-1.5948354040239499,1.748037805674891
12592,92.0,2.0,437.6,0,-0.5307354223918679,-0.24666030750866608
12593,109.0,3.0,418.09999999999997,0,-0.47114862773752736,-0.049303804100794955
12594,38.0,10.0,3338.2200000000003,1,1.425541675218184,0.006298215332555859
12596,51.0,2.0,618.27,0,-0.3198291408253562,-0.5947532103347544
12597,19.0,4.0,3811.22,0,0.8043854634494716,-0.379759984732145
12598,10.0,8.0,3023.08,1,1.201349707123782,-0.37988377506422283
12599,29.0,7.0,1032.58,0,0.537639328310644,-0.5111921439218666
12600,29.0,10.0,2599.04,1,1.2955977241172942,-0.17090602403238497
12601,190.0,5.0,577.0600000000001,2,-0.5020840790246117,0.7968646627683035
12602,59.0,1.0,153.12,0,-0.592758136248984,-0.6283220242077203
12603,22.0,1.0,739.1999999999999,0,-0.30670085981282585,-0.8877073314701084
12604,79.0,2.0,254.18,0,-0.5183310176229865,-0.38818218095045887
12607,60.0,1.0,1579.51,0,-0.27413290201352597,-0.4346651960705333
12609,78.0,3.0,1126.85,0,-0.18221428450924004,-0.2384516563989629
12610,23.0,5.0,2099.54,0,0.5349653408156141,-0.5191817592448759
12611,52.0,1.0,1193.32,0,-0.32834705161582045,-0.5571268312752972
12612,74.0,1.0,704.0400000000001,0,-0.5302962360202779,-0.4211193830378398
12613,57.0,5.0,3344.38,0,0.6756604170216741,-0.05002871133378229
12614,278.0,1.0,315.6,2,-1.4641637933369704,1.376921937207855
12615,2.0,4.0,2291.19,0,0.5309213151555197,-0.7305008431240659
12616,95.0,2.0,713.3,0,-0.4807890825502682,-0.18379950100398126
12617,29.0,1.0,355.53,0,-0.42254837219451513,-0.8739375947699374
12618,22.0,1.0,177.31,0,-0.4338487214678622,-0.9604244111332741
12619,16.0,9.0,3641.24,1,1.4508460324694905,-0.19966825280186934
12620,15.0,3.0,1339.41,0,0.1271402107336562,-0.7817452037591778
12621,2.0,20.0,13689.67,3,5.262186825474565,1.4783016362020276
12622,232.0,1.0,180.1,2,-1.3040678337403184,0.942610097252778
12623,276.0,1.0,305.1,2,-1.458245982919,1.3574423786839718
12624,106.0,2.0,641.13,0,-0.5427361218513167,-0.09347554564870053
12625,212.0,2.0,2683.82,2,-0.5200760278148211,1.1312765606190787
12626,23.0,9.0,6620.48,1,2.0959780987212318,0.24931299214734876
12627,11.0,7.0,4478.53,1,1.392054023817512,-0.22832029633142892
12628,4.0,3.0,786.46,0,0.04763132222357398,-0.9529691588279935
12630,10.0,2.0,1270.88,0,-0.002129426684002528,-0.8817699264050106
12631,57.0,1.0,640.5,0,-0.4741770334413832,-0.5833683669372366
12633,59.0,4.0,2163.98,0,0.2657617746575937,-0.2305238108438738
12635,90.0,2.0,1689.18,0,-0.23922652966670535,-0.10280759120778266
12637,67.0,8.0,6021.9,1,1.643567108677669,0.5246489042989327
12638,33.0,1.0,671.69,0,-0.3675934061787582,-0.7967803015072882
12639,239.0,1.0,486.1,2,-1.2638526545851785,1.0456335817172724
12640,24.0,3.0,1174.58,0,0.052519321003120706,-0.721533555802339
12641,115.0,1.0,185.9,0,-0.8175672666884379,-0.11670021150066683
12642,25.0,3.0,1013.26,0,0.011867950514669056,-0.7333504583811375
12643,128.0,6.0,3344.64,0,0.5157856508398333,0.6391439200746406
12644,130.0,1.0,477.91,0,-0.8136930844492054,0.056995552708259865
12645,34.0,4.0,1775.18,0,0.28145443590385777,-0.50734916474688
12646,5.0,2.0,1346.97,0,0.035823212446717004,-0.917224476076181
12647,22.0,12.0,3722.82,1,1.847915375358801,0.002813994723489968
12648,155.0,1.0,318.05,2,-0.9535398430733412,0.2628159894068443
12649,107.0,3.0,623.51,0,-0.41637339894596254,-0.040841337192522496
12650,3.0,1.0,314.44,0,-0.3240268859155252,-1.1148243559440845
12651,335.0,1.0,114.0,2,-1.7461567521703678,1.8672717763432276
12652,331.0,1.0,919.98,2,-1.5471871039776812,1.9353364015579044
12653,149.0,2.0,2209.85,0,-0.36607368595075745,0.49913562907129466
12654,11.0,5.0,601.98,0,0.24585130525468873,-0.8217129106010148
12656,17.0,5.0,4051.17,1,1.0014734017727631,-0.3209733647629323
12657,11.0,4.0,1643.18,0,0.34696353778775907,-0.7328200082296569
12658,19.0,1.0,686.05,0,-0.3062872419913096,-0.9217667959344694
12659,30.0,1.0,91.68,0,-0.4864008501159,-0.8990234328661225
12660,11.0,1.0,245.1,0,-0.3728928150114078,-1.0513152048535812
12662,1.0,11.0,3849.78,1,1.8292329059277472,-0.2168769553277448
12664,8.0,9.0,4881.88,1,1.7647607973811807,-0.11159343655096034
12665,325.0,1.0,63.0,2,-1.7162282710241479,1.7700681064515582
12667,58.0,1.0,620.13,0,-0.4829333869331321,-0.5769442038652436
12668,12.0,4.0,3807.15,0,0.8324928276204369,-0.4437091524038512
12669,151.0,3.0,2744.0299999999997,0,-0.11899323441580782,0.6322414680234697
12670,10.0,5.0,2996.05,0,0.7917428261467467,-0.5209443277681922
12672,330.0,1.0,225.89999999999998,2,-1.700100810033959,1.8364515832591788
12673,5.0,2.0,610.52,0,-0.13082513992803874,-1.0125322646432287
12674,39.0,4.0,1970.6,0,0.3049407188361023,-0.4367571072016662
12676,25.0,6.0,1331.39,0,0.4873466970308331,-0.5546171549787261
12678,42.0,12.0,17628.46,3,4.911629412827747,1.9836215009480576
12679,59.0,4.0,1113.02,0,0.027944200603994312,-0.36653395881376255
12680,1.0,4.0,862.81,0,0.21184577170528007,-0.9244152074133996
12681,15.0,22.0,13787.54,3,5.499417229778359,1.7004603508378409
12682,4.0,30.0,12288.22,3,6.281732342235118,1.7735950082624627
12683,4.0,15.0,8476.57,1,3.4017573201922406,0.5924974390304135
12684,8.0,7.0,2283.63,1,0.9078195206550743,-0.5395546622330559
12685,28.0,6.0,2863.08,0,0.8215060372107714,-0.3292122119239341
12686,369.0,1.0,89.14,2,-1.892777057877849,2.17210640597259
12688,114.0,1.0,4873.8099999999995,0,0.2473882186429026,0.4809260232116273
12689,26.0,2.0,1247.61,0,-0.07374561327882223,-0.7398158215510147
12690,206.0,1.0,389.01,2,-1.14897483806668,0.7340771240367568
12691,28.0,6.0,1035.8,0,0.40801808646415777,-0.5656899305644325
12693,127.0,4.0,855.91,0,-0.3122258721443925,0.21629589210641997
12694,70.0,2.0,869.67,0,-0.34173206219728197,-0.3900715965824611
12695,7.0,4.0,582.1,0,0.12344357665895574,-0.906381236395375
12697,29.0,3.0,957.59,0,-0.01731702082242272,-0.7043136010243685
12700,8.0,4.0,4939.99,1,1.105426330056063,-0.3333438906612016
12701,80.0,2.0,797.71,0,-0.39948467452416614,-0.3087808137601167
12702,20.0,1.0,219.0,0,-0.41612104274866485,-0.9731497928830193
12703,71.0,1.0,283.55,0,-0.6130065312428824,-0.502718209376353
12704,7.0,8.0,2340.84,1,1.0594090415649804,-0.4953570173948939
12705,15.0,9.0,6868.29,1,2.185229296943766,0.20890056320439238
12707,292.0,1.0,603.42,2,-1.4570908426889193,1.5410151022157823
12708,30.0,10.0,2712.91,1,1.3172180083100962,-0.14710917097839665
12709,15.0,15.0,9736.52,1,3.641250437270389,0.85521790644481
12710,97.0,3.0,1149.02,0,-0.25598875427530693,-0.0634358779012346
12712,29.0,13.0,4396.13,1,2.1057444687706965,0.19922711232422718
12713,1.0,1.0,848.55,0,-0.19487143657187656,-1.0638231286284678
12714,9.0,5.0,4708.86,1,1.1834747210780114,-0.30834111127278163
12715,106.0,1.0,353.86,0,-0.7422381016602815,-0.17650679003226966
12716,4.0,2.0,1053.49,0,-0.026440306955575952,-0.9642655845508056
12717,151.0,2.0,1030.98,2,-0.6411293208835804,0.3646926884601527
12718,71.0,1.0,238.25,0,-0.6232572887451927,-0.5085807157543655
12719,5.0,2.0,644.95,0,-0.12303411165420773,-1.0080765009656356
12720,3.0,25.0,5781.73,1,4.141067459527834,0.6932254987177429
12721,32.0,6.0,2656.13,0,0.7580885141087901,-0.3197532787363863
12722,85.0,4.0,997.63,0,-0.10598652483529403,-0.14589808059836545
12723,4.0,5.0,725.07,0,0.30273320196414794,-0.8692056475656998
12724,5.0,4.0,1031.41,0,0.23340997001593966,-0.8663544139551548
12725,369.0,1.0,427.8,2,-1.8161430283914823,2.215934141292186
12726,28.0,7.0,2609.1,1,0.898530699180322,-0.3162269184697079
12727,11.0,7.0,3980.7,1,1.2794020457297606,-0.2927470413682045
12728,71.0,4.0,836.33,0,-0.08442976600890123,-0.29361764059644435
12729,114.0,1.0,453.01,0,-0.7529770962845468,-0.09119248000950776
12731,24.0,12.0,18895.91,3,5.273079975469647,1.9845624402713853
12732,180.0,1.0,236.26000000000002,2,-1.0757204507437157,0.47873986700899235
12733,234.0,1.0,383.95,2,-1.2662332387924677,0.9871120753834763
12734,353.0,1.0,110.39999999999999,2,-1.8216157062185625,2.0298921766634113
12735,315.0,2.0,779.5699999999999,2,-1.3781126262199637,1.8180537783686097
12736,333.0,1.0,234.0,2,-1.7107086138483911,1.864680895133486
12738,369.0,1.0,155.35,2,-1.8777946593297703,2.18067498317542
12739,78.0,2.0,1013.04,0,-0.34246468823982174,-0.2990345485456658
12740,64.0,1.0,427.6,0,-0.5513816791857759,-0.5474984047586288
12743,134.0,2.0,546.43,0,-0.6802788029856497,0.14795863148775332
12744,52.0,7.0,19880.091799999987,3,4.707189232904163,2.1363495007809346
12747,2.0,11.0,4196.01,1,1.9034330138123114,-0.16300919759395566
12748,1.0,30.0,19880.091799999987,3,8.012107650380603,2.7289172008079055
12749,4.0,5.0,4090.88,1,1.0643690101065564,-0.4336188353763384
12750,129.0,1.0,275.88,0,-0.8552627457149361,0.021789459868717876
12752,81.0,1.0,4366.78,0,0.26950233691643233,0.11631711818889497
12753,23.0,6.0,19880.091799999987,3,4.692952743392314,1.8277452053344758
12754,236.0,3.0,3010.74,2,-0.41112757236641406,1.436887508928514
12755,281.0,2.0,3811.95,2,-0.5509325367741089,1.9024378061785405
12756,87.0,1.0,112.07999999999998,0,-0.7181583086068497,-0.3799434300239342
12757,16.0,13.0,7857.1,1,2.942823446030631,0.5293445240692948
12758,117.0,2.0,2791.59,0,-0.10173302544905442,0.2844904086240593
12759,52.0,3.0,1531.44,0,0.017158362997777798,-0.4216606727043996
12762,8.0,2.0,1898.52,0,0.14819055575437207,-0.8186644999384999
12763,138.0,2.0,494.08,0,-0.7087125046779805,0.17742514714860624
12764,317.0,1.0,1693.88,2,-1.3140076428077871,1.908645891553584
12766,4.0,7.0,6989.63,1,1.9893092411250302,0.033231643431424755
12769,239.0,1.0,1143.6,2,-1.115069584877253,1.130724044047144
12770,211.0,1.0,1351.45,2,-0.9519226385909019,0.903933191340538
12772,60.0,1.0,892.47,0,-0.42960046127152335,-0.5235785819855371
12775,17.0,5.0,1386.04,0,0.39839169444092415,-0.6658815683662945
12778,20.0,6.0,822.23,0,0.3928654326686804,-0.6658119222598696
12779,38.0,8.0,3981.36,1,1.302081697838957,-0.0021780313511786196
12781,64.0,2.0,826.74,0,-0.32656508035289383,-0.4499894873395573
12782,5.0,5.0,2330.92,0,0.6619677285034606,-0.6523239762806515
12783,2.0,6.0,2225.91,0,0.7851429422099129,-0.6472407568024007
12784,9.0,2.0,574.42,0,-0.15558169350971746,-0.9809627527650976
12785,364.0,1.0,311.95,2,-1.8216237313135983,2.1556396473782846
12787,10.0,3.0,463.66,0,-0.050295252144433436,-0.9403822715505991
12789,65.0,1.0,91.85,0,-0.6315041232090618,-0.581889192271571
12790,192.0,1.0,324.92,2,-1.1054208135272718,0.5989380109483157
12791,369.0,1.0,192.60000000000002,2,-1.8693655044299675,2.185495697581181
12792,257.0,1.0,400.53999999999996,2,-1.3578580122733144,1.197647116193264
12793,335.0,2.0,545.48,2,-1.514022062882194,1.968965979772562
12794,53.0,2.0,860.41,0,-0.2733300534986211,-0.5452959260403895
12795,19.0,1.0,430.48,0,-0.3641191646152709,-0.9548414262883025
12797,366.0,1.0,254.03,2,-1.8430240324226963,2.166264621213789
12798,10.0,3.0,6977.04,1,1.4235916992992308,-0.09745220990780208
12802,187.0,1.0,427.58,2,-1.0614557543780891,0.566922021861335
12808,37.0,3.0,483.65000000000003,0,-0.1577382807226046,-0.6931658203652965
12809,178.0,1.0,489.31,2,-1.0101649551219067,0.49336767175056523
12811,261.0,3.0,514.85,2,-1.079585303355273,1.3403902684918134
12812,45.0,1.0,229.64000000000001,0,-0.51738603196565,-0.745264072796993
12814,102.0,1.0,125.92,0,-0.7772301134408548,-0.24224707860025524
12815,148.0,2.0,1063.46,0,-0.6213388296642091,0.34171504344720893
12816,96.0,2.0,572.2,0,-0.5168649493588806,-0.19299962921272645
12817,281.0,1.0,166.04,2,-1.5104478538360435,1.3847476562442493
12818,262.0,1.0,1542.08,2,-1.1202779834672105,1.3906814371902465
12820,3.0,4.0,942.34,0,0.22154848646135994,-0.8960021209585183
12821,214.0,1.0,92.72,2,-1.2491963833910245,0.7682155064188733
12822,71.0,2.0,948.88,0,-0.32795485206695435,-0.37076027269098727
12823,75.0,5.0,1759.5,0,0.2423798774712001,-0.09204990230330123
